Bentley Bentayga 2023,320337,550
Honda CR-V 2023,45559,193
Hyundai Kona Electric 2022,40233,204
Hyundai Tucson 2023,37668,156
JAC Sunray 2022,45114,152
Kia Sportage 2023,31601,180
Hyundai Venue 2023,24814,123
Hyundai Kona Electric 2022,30446,136
Nissan Qashqai 2023,34984,158
Lexus LX 2023,159468,600
Jaguar I-Pace 2023,78038,400
Suzuki Vitara 2023,23347,117
Kia Sportage 2023,30643,156
Fiat Ducato груз. 2023,32396,140
Peugeot Rifter 2023,29326,100
Suzuki Vitara 2022,23316,117
Honda CR-V 2023,43317,184
Mercedes-Benz GLE-Class 2022,83680,300
Suzuki Jimny 2023,28916,102
Nissan Qashqai 2023,37353,158
Audi Q7 2023,93100,286
Land Rover Range Rover Evoque 2023,62733,163
Hyundai Ioniq Electric 2018,22758,120
Mazda CX-5 2022,43181,194
MG 5 2022,14964,114
Porsche Macan 2022,98182,265
Skoda Octavia 2022,26212,150
Porsche Cayenne 2023,119857,340
BMW X7 2022,100137,265
Mercedes-Benz EQS SUV 2022,129467,450
Hyundai Tucson 2023,28705,156
Land Rover Discovery 2023,103950,250
Mitsubishi ASX 2022,29157,150
Mercedes-Benz S-Class 2022,214657,580
Renault Duster 2022,20332,115
Audi Q7 2023,88460,286
Opel Grandland 2023,31564,130
Kia Sportage 2023,30374,156
Mitsubishi Outlander 2022,29451,145
Renault Express 2022,20608,95
Mercedes-Benz S-Class 2021,190180,612
Citroen C3 2023,21515,110
Toyota Yaris 2023,31703,116
Ford Kuga 2022,31136,182
Nissan Qashqai 2023,32231,158
Volkswagen T-Cross 2022,29946,115
Land Rover Defender 2023,101943,250
Volkswagen Tiguan 2023,47766,220
Suzuki S-Cross 2023,29050,140
Lexus LX 2023,144200,500
Volvo XC90 2022,83466,300
Subaru Outback 2022,49416,188
Lexus LX 2022,131895,500
Mitsubishi Outlander 2022,29398,145
Jetour X70 2022,21199,147
DS 9 2022,49451,215
Opel Mokka 2023,28818,130
Suzuki S-Cross 2023,29448,140
Ford Transit груз. 2023,48487,470
Renault Duster 2023,18266,115
Kia Sportage 2022,36841,180
Haval H6 2022,33128,204
Mercedes-Benz G-Class 2023,196701,400
Mercedes-Benz GLS-Class 2022,198444,612
Jetour X70 2022,22647,147
Alfa Romeo Stelvio 2022,51883,280
Alfa Romeo Stelvio 2022,58206,280
Tesla Model X 2023,135762,670
Nissan Qashqai 2022,30749,158
Mitsubishi Outlander 2022,29130,145
Geely Atlas Pro 2022,22685,177
Volvo XC60 2023,65487,250
Suzuki Vitara 2023,23802,117
Suzuki Vitara 2023,23802,117
Citroen C5 Aircross 2023,32688,180
Porsche Cayenne 2023,113432,340
Citroen C5 Aircross 2023,33728,180
Skoda Karoq 2023,30790,150
Mercedes-Benz GLE-Class 2022,122802,435
Suzuki S-Cross 2023,27708,140
Opel Grandland 2023,28620,130
Nissan Qashqai 2023,29505,140
Hyundai Santa FE 2022,56906,202
JAC T8 2022,32584,139
Chery Tiggo 2 2022,12759,106
Toyota Corolla 2022,21360,132
Toyota Yaris Cross 2022,30269,116
Mazda CX-5 2022,36265,150
Renault Duster 2023,22675,110
Mazda CX-5 2022,37296,194
Mercedes-Benz EQS 2022,154019,580
JAC T8 2022,32584,139
Renault Duster 2023,22220,110
Mitsubishi Eclipse Cross 2022,32102,150
Renault Koleos 2023,36035,171
Volkswagen Touareg 2022,81181,340
Nissan X-Trail 2023,33371,163
Ford Transit Courier 2022,19151,100
Dongfeng EX-1 2022,14900,45
Haval Jolion 2022,20348,143
Volkswagen Tiguan 2023,45952,220
Volvo XC90 2023,71175,250
Mercedes-Benz Maybach 2022,272253,580
Ford Tourneo Custom 2023,59321,320
MG ZS 2022,20651,114
Nissan Qashqai 2023,47087,190
Toyota Corolla Cross 2022,42547,197
Toyota Corolla Cross 2022,42547,197
Land Rover Defender 2022,95244,250
Fiat Ducato груз. 2022,32419,290
Peugeot 2008 2023,29683,130
JAC T8 2022,32584,139
Hyundai Venue 2022,22997,121
Renault Duster 2023,20781,110
Renault Master груз. 2023,31337,500
Peugeot 2008 2023,23943,130
Land Rover Defender 2022,127952,400
Subaru Forester 2023,46482,184
Opel Mokka 2023,27141,130
Skoda Kodiaq 2022,45895,200
Volkswagen Touareg 2023,90455,286
Alfa Romeo Stelvio 2023,66472,280
Land Rover Defender 2022,293246,525
Peugeot 2008 2023,29619,130
Land Rover Range Rover 2023,190632,350
Renault Master груз. 2023,55778,500
Mazda CX-9 2022,57735,231
Kia Sportage 2023,31620,180
Chery Tiggo 7 Pro 2022,23242,147
Nissan Juke 2023,21575,114
Mercedes-Benz EQS SUV 2022,152965,580
Mitsubishi Outlander 2022,37122,167
Peugeot Boxer груз. 2022,30790,335
Mazda CX-5 2023,31186,150
Renault Duster 2022,19994,115
Lexus LX 2022,165000,500
Kia Sportage 2022,36791,180
Alfa Romeo Stelvio 2023,65882,280
Citroen Berlingo пасс. 2023,25485,100
Dongfeng EX-1 2022,14900,45
Ford Focus 2022,31336,120
Skoda Octavia 2023,24512,110
Porsche 911 2023,287203,580
MG HS 2022,23322,169
Skoda Octavia 2023,27031,150
Mercedes-Benz GLE-Class 2022,75233,300
Citroen Berlingo пасс. 2023,23992,100
Suzuki S-Cross 2023,24174,140
Nissan Ariya 2022,63031,242
Volkswagen Tiguan 2023,44423,220
Renault Duster 2023,22638,110
Mercedes-Benz GLE-Class 2022,116288,350
Mercedes-Benz EQS SUV 2022,124976,450
Renault Captur 2022,26573,155
Peugeot 2008 2023,29888,130
Nissan Qashqai 2021,41936,150
Volvo XC90 2023,73647,250
Porsche Taycan 2022,150521,571
Haval H6 2022,33128,204
Toyota Land Cruiser Prado 2022,52966,200
Volkswagen Arteon Shooting Brake 2023,55700,200
Ford Kuga 2022,42909,182
Skoda Octavia 2022,25056,150
Mazda CX-5 2023,32161,150
Volvo XC90 2023,78615,235
Skoda Octavia 2023,26720,150
Nissan Qashqai e-Power 2023,45553,190
Subaru Forester 2023,46482,184
JAC N200 2023,63840,285
BMW X2 2022,34164,140
Audi RS e-tron GT 2023,139829,646
Lexus GX 2022,89986,460
Audi Q5 Sportback 2023,75615,204
Nissan Juke 2023,24366,114
Renault Master груз. 2023,31288,500
Alfa Romeo Stelvio 2023,66472,280
Nissan Qashqai 2023,45760,190
Nissan Qashqai 2023,36982,158
Ford Transit груз. 2022,49532,350
Suzuki Vitara 2023,24940,117
Hyundai Ioniq 6 2023,62466,326
Kia Ceed 2023,20321,128
Ford Kuga 2022,36450,182
Volkswagen Tiguan 2023,49412,220
Chery Tiggo 4 2022,16147,113
Jetour X70 2022,21199,147
Opel Grandland 2023,28209,130
Hyundai Santa FE 2022,41414,202
Volkswagen Tiguan 2023,49331,220
Renault Master груз. 2023,31551,500
Toyota Yaris Cross 2023,32962,116
Citroen Berlingo пасс. 2023,23227,100
Lexus RX 2023,74867,350
Volkswagen Touareg 2023,86544,286
Мікроавтобус Ford Transit 2022,55337,410
Toyota Yaris Cross 2023,25806,125
Chery Tiggo 4 2022,18001,113
Volkswagen Touareg 2023,89123,286
Hyundai Venue 2023,24029,123
Ford Kuga 2023,32477,182
Fiat Tipo Cross 2022,21114,100
Hyundai i30 2023,22861,110
Chery Tiggo 2 2022,12779,106
Suzuki S-Cross 2023,27708,140
Hyundai Venue 2022,24000,123
Mercedes-Benz Vito пасс. 2022,48904,136
Skoda Karoq 2022,30804,150
Audi e-tron S 2023,106779,503
Mitsubishi ASX 2022,29639,150
Nissan X-Trail 2022,44011,204
Tesla Model X 2023,135762,670
JAC JS3 2022,17671,119
Skoda Octavia 2023,24512,110
Ford Transit Courier 2022,19290,100
MG Marvel R 2022,48854,288
Chery Tiggo 2 2022,12779,106
JAC JS4 2022,20080,147
Citroen Berlingo груз. 2023,24056,130
Mercedes-Benz V-Class 2023,131475,300
Hyundai Elantra 2021,24395,127
DS 4 2022,45743,215
Renault Duster 2023,22496,110
Peugeot 2008 2023,27735,130
Fiat Fiorino груз. 2022,16315,75
Renault Koleos 2022,30357,171
Fiat Ducato груз. 2022,28814,290
Mercedes-Benz EQA 2023,53794,250
Volkswagen Tiguan 2023,46113,220
Land Rover Defender 2023,90472,250
Renault Express 2023,21499,95
Ford Transit Custom 2023,40964,330
Skoda Kodiaq 2023,43775,200
Renault Duster 2023,23958,110
Volkswagen Touareg 2023,81325,286
Opel Combo Life 2022,23480,100
Suzuki Vitara 2023,24980,117
Geely Atlas Pro 2022,26248,177
Skoda Superb 2022,44855,190
Chery Tiggo 2 2022,12779,106
Citroen Berlingo пасс. 2023,26743,100
Suzuki Vitara 2023,31406,129
Renault Duster 2022,21151,115
JAC JS2 2022,17135,105
Kia Sportage 2023,31435,180
JAC JS2 2022,17135,105
Fiat Ducato груз. 2023,36886,295
Mercedes-Benz Sprinter груз. 2022,58252,519
Renault Koleos 2022,33938,171
Opel Grandland 2023,35848,130
Toyota Corolla 2022,25551,132
Volkswagen Tiguan 2023,46211,220
Land Rover Discovery Sport 2022,62586,200
Toyota Corolla 2022,22568,132
Skoda Kodiaq 2023,40905,180
Mazda CX-5 2023,37033,194
Nissan Qashqai 2022,28949,130
Suzuki Ignis 2023,20080,83
Toyota Yaris Cross 2023,33248,116
Suzuki Vitara 2023,19369,117
Ford Kuga 2022,31486,182
Opel Mokka 2023,29183,130
SEAT Ateca 2023,31561,150
Renault Express Van 2023,19122,95
JAC J7 2021,15716,150
Renault Express 2022,20266,95
Peugeot 2008 2023,29683,130
Kia Sportage 2023,30415,156
Kia Sportage 2023,30415,156
Subaru Forester 2022,44809,184
Hyundai Tucson 2023,33250,156
Fiat Ducato груз. 2022,29451,290
Mazda CX-5 2022,36265,150
Mercedes-Benz C-Class 2022,53137,180
Alfa Romeo Stelvio 2023,70660,280
Suzuki Vitara 2023,20910,117
BMW i7 2023,170517,544
Dongfeng EX-1 2022,14900,45
Nissan Qashqai 2023,49650,190
Audi Q3 2023,46800,150
Hyundai Kona Electric 2022,30511,136
Mercedes-Benz GLC-Class 2023,72678,220
Peugeot 3008 2023,33307,130
Fiat Fiorino пасс. 2022,16386,77
Ford Kuga 2023,42752,182
Skoda Octavia 2023,26228,150
MG 5 2022,15802,114
Skoda Octavia 2023,24181,150
Peugeot 301 2023,18491,115
Toyota Camry 2023,38932,218
Land Rover Defender 2022,159309,525
Geely Atlas Pro 2022,26648,177
MG HS 2022,23838,169
Volkswagen ID.4 Crozz 2022,32072,204
Renault Duster 2023,19780,110
Mercedes-Benz Atego 2023,86971,177
Volkswagen T6 (Transporter) груз 2023,35190,75
SEAT Ateca 2023,31486,150
Kia Sportage 2023,31444,180
Renault Master груз. 2022,42838,500
Geely Atlas Pro 2022,26648,177
Chery Tiggo 2 2022,12779,106
JAC S4 2021,18072,147
Fiat Ducato груз. 2022,31352,130
Mercedes-Benz GLE-Class 2022,82662,300
Mercedes-Benz GLE-Class 2022,97178,300
Chery Tiggo 2 2022,12566,106
Kia Sportage 2023,30549,156
Mercedes-Benz GLE-Class 2022,90545,300
Volkswagen Arteon 2023,55035,200
Nissan Juke 2023,29343,114
Mercedes-Benz V-Class 2022,120510,250
Mercedes-Benz Maybach 2021,282768,680
Hyundai Santa FE 2022,46201,202
Kia Sportage 2023,30366,156
Mercedes-Benz GLE-Class 2022,94798,300
Geely Atlas Pro 2022,26648,177
Mercedes-Benz G-Class 2023,212575,563
Citroen Jumper груз. 2022,35183,130
Suzuki S-Cross 2023,27309,140
Hyundai Tucson 2023,45740,230
Skoda Kamiq 2023,29130,150
Citroen C4 X 2023,30076,130
BMW 6 Series GT 2022,78956,630
MG 4 2022,26419,170
Skoda Kodiaq 2023,46613,150
Suzuki Vitara 2022,25849,129
Toyota Yaris 2022,24792,116
Land Rover Defender 2022,95262,250
SEAT Ateca 2023,33172,150
Mazda 6 2023,28587,165
Fiat Ducato груз. 2023,30249,140
Porsche Cayenne 2023,173543,460
Mercedes-Benz S-Class 2023,192680,400
Hyundai Ioniq 5 2023,64501,313
Land Rover Defender 2022,115000,300
Audi Q8 2023,117297,286
Land Rover Discovery 2023,89190,250
Ford Puma 2022,34659,155
Kia Sportage 2023,30643,156
JAC JS2 2022,15797,105
JAC J7 2021,15716,150
Volkswagen Touareg 2023,85686,286
Geely Atlas Pro 2022,26612,177
Ford Transit Custom 2022,40118,330
Peugeot 3008 2022,34516,150
Lexus LX 2023,134803,500
Ford Kuga 2022,31738,182
Mercedes-Benz E-Class 2022,72085,220
Kia Sportage 2023,31601,180
Citroen Berlingo груз. 2023,22429,100
Lexus LX 2022,151753,600
Volkswagen T-Roc 2022,33199,150
Mitsubishi Outlander 2022,36653,167
Citroen C4 2022,29963,130
BMW M5 2023,161147,625
Jaguar I-Pace 2023,91504,400
Mitsubishi Outlander 2022,29130,145
Hyundai Tucson 2023,31976,156
Volkswagen Tiguan 2023,48193,150
Renault Duster 2023,22302,110
Citroen Berlingo пасс. 2023,24006,100
Infiniti QX55 2022,60241,249
MG Marvel R 2023,40703,180
Volkswagen Touareg 2023,85588,286
JAC JS3 2022,20482,119
MG HS 2022,23855,169
Citroen C5 Aircross 2023,32688,180
Ford Kuga 2022,31110,182
Renault Express Van 2023,18214,95
Suzuki Vitara 2023,23802,117
Mitsubishi Outlander 2022,29130,145
Suzuki Vitara 2023,20910,117
Volkswagen ID.4 2022,33500,204
Fiat Ducato груз. 2022,32942,290
Mitsubishi Outlander 2022,29491,145
Bentley Continental GT 2021,324976,550
Volvo XC90 2022,82925,300
Mazda CX-5 2022,31499,150
Renault Duster 2023,21142,110
Mercedes-Benz Sprinter пас 2023,73022,161
Volkswagen Caravelle 2023,57330,150
Skoda Karoq 2022,29751,150
Suzuki Ignis 2023,20080,83
Renault Koleos 2022,29999,171
SEAT Ateca 2023,35489,150
JAC J7 2021,15716,150
Opel Mokka 2023,28880,130
Renault Duster 2023,23381,110
Jetour X70 2022,22685,147
Suzuki S-Cross 2023,27708,140
Subaru Forester 2022,38313,156
Porsche Taycan Sport Turismo 2022,102627,408
Mercedes-Benz GLE-Class 2022,82662,300
Chery Tiggo 2 2022,12779,106
Kia Sportage 2023,31461,180
Land Rover Defender 2023,98303,250
BMW XM 2023,206212,653
Peugeot 2008 2022,31589,130
Mercedes-Benz EQS SUV 2022,150406,580
Toyota Land Cruiser Prado 2023,50405,204
Jaguar E-Pace 2023,63036,200
Toyota C-HR 2023,39176,184
Lexus LX 2023,136739,500
Peugeot e-2008 2023,37267,136
Nissan Qashqai 2023,34351,158
Skoda Kodiaq 2023,42181,180
Volkswagen Caddy груз. 2023,27281,102
JAC JS2 2022,17001,105
Suzuki Vitara 2023,24980,117
Volkswagen Caddy груз. 2023,27281,102
Chery Tiggo 4 2022,18019,113
Skoda Kodiaq 2023,42181,180
Mitsubishi Eclipse Cross 2022,31325,150
Ford Kuga 2022,35642,182
JAC JS2 2022,17135,105
Opel Mokka 2023,28677,130
SEAT Arona 2022,23586,115
Volkswagen T-Cross 2022,27435,115
Renault Duster 2023,18281,115
Skoda Kodiaq 2022,42181,180
Ford Kuga 2022,36710,182
JAC T8 2022,32584,139
Renault Duster 2023,22891,110
Renault Koleos 2022,33938,171
Skoda Superb 2023,54151,200
Mercedes-Benz EQC 2022,81456,408
Opel Crossland 2022,18039,82
Peugeot Boxer груз. 2021,37430,435
Skoda Superb 2023,54151,200
Lamborghini Urus 2023,575631,650
Hyundai Tucson 2023,46439,230
JAC JS2 2022,15797,105
Volkswagen Touareg 2023,77886,286
Audi Q5 Sportback 2023,72999,204
Suzuki Vitara 2023,24980,117
Suzuki Vitara 2023,19358,117
Mercedes-Benz GLB-Class 2022,63125,220
Suzuki Ignis 2023,20080,83
Porsche Macan 2022,94909,265
Suzuki Vitara 2023,19384,117
Ford Transit груз. 2023,43049,350
Suzuki Vitara 2023,24980,117
Toyota Yaris Cross 2023,31919,116
Volkswagen Tiguan 2023,51241,150
Lexus LX 2023,175000,600
Ford Kuga 2021,32557,182
Mercedes-Benz EQC 2023,78328,408
Land Rover Defender 2022,89714,250
Hyundai Venue 2022,22104,123
Land Rover Discovery 2023,91406,250
Land Rover Discovery 2023,98282,360
Land Rover Range Rover 2023,311699,350
Skoda Superb 2023,44475,190
Honda CR-V 2022,46744,184
Porsche Macan 2022,86576,265
Volkswagen T-Roc 2022,33031,150
Peugeot 2008 2022,27199,130
Peugeot 2008 2023,27530,130
MG 4 2022,26419,170
Peugeot 3008 2023,33515,130
Volvo XC90 2023,71725,250
Renault Duster 2022,21772,115
Hyundai Tucson 2023,38752,156
JAC JS2 2022,18340,105
BMW iX 2023,87200,326
Mercedes-Benz E-Class 2022,81605,220
Peugeot 3008 2023,33321,130
Suzuki Vitara 2023,23802,117
Peugeot 301 2023,19093,115
Peugeot Traveller 2023,50805,177
Mercedes-Benz EQE 2022,75969,350
Kia Ceed SW 2023,20639,128
Volkswagen T-Roc 2023,34498,150
Chery Tiggo 2 2022,12754,106
Volvo XC90 2023,95468,455
Renault Duster 2023,25181,110
Kia Sportage 2023,30374,156
Mitsubishi Outlander 2022,34913,167
Honda CR-V 2022,50602,184
Citroen Space Tourer 2022,47817,177
Chery Tiggo 2 Pro 2021,14959,109
Hyundai Elantra 2022,23762,127
Chery Tiggo 2 Pro 2022,14959,109
BMW X5 2023,100093,298
Nissan Juke 2021,31105,114
Hyundai Staria 2022,62419,177
Chery Tiggo 4 2022,16121,113
Chery Tiggo 2 Pro 2022,14959,109
Hyundai Staria 2022,62419,177
BMW X5 2023,100093,298
Nissan Juke 2021,31105,114
Suzuki Jimny 2023,29324,102
Toyota Tundra 2022,150000,437
Volvo XC90 2023,70964,250
Geely Atlas Pro 2022,22685,177
Jaguar I-Pace 2023,80021,400
Mercedes-Benz G-Class 2023,254407,585
Citroen C5 Aircross 2022,30936,130
Suzuki Vitara 2023,20910,117
Nissan X-Trail 2023,43880,204
Hyundai Venue 2022,22087,123
Skoda Kamiq 2022,21309,110
Mitsubishi Outlander 2022,37001,167
MG HS 2022,26271,169
Renault Express Van 2023,17366,110
Geely Atlas Pro 2022,24289,177
Fiat Tipo Cross 2022,25948,100
Peugeot 2008 2023,27216,130
Volkswagen Arteon 2023,53117,200
MG HS 2022,26271,169
Kia Ceed 2023,20321,128
Peugeot Traveller 2023,50537,150
Opel Combo Life 2022,23919,100
Ford Puma 2022,37670,155
Hyundai Venue 2022,23028,123
Mazda CX-30 2023,31036,150
Volkswagen Tiguan 2023,48353,220
Suzuki Vitara 2023,20910,117
Fiat Ducato груз. 2023,36225,140
Volkswagen Tiguan 2023,47766,220
Kia Sportage 2023,30415,156
Hyundai Staria 2022,46295,177
Bentley Flying Spur 2021,333568,635
Infiniti QX80 2022,84000,405
Mercedes-Benz GLE-Class 2022,95401,400
Citroen C5 Aircross 2023,32148,180
Jetour X70 2022,22647,147
Opel Combo Life 2023,23843,100
Porsche Cayenne 2023,107325,340
Volvo XC90 2023,71066,250
Peugeot e-2008 2023,37347,136
Suzuki Vitara 2023,24947,117
Audi A8 2023,127777,286
Land Rover Discovery 2023,89722,250
Opel Crossland 2023,20027,110
Lexus RX 2023,74866,350
MG 4 2023,33574,204
Chery Tiggo 2 2022,12771,106
Renault Duster 2023,23767,110
Citroen C3 2023,20148,110
Opel Mokka-e 2023,36209,136
Renault Express Combi 2022,20608,95
Suzuki Vitara 2023,23347,117
Hyundai Kona Electric 2022,32811,136
Ford Puma 2023,35652,155
Mercedes-Benz Actros 2023,141366,510
Peugeot 2008 2023,32307,130
Renault Express Combi 2022,20608,95
Land Rover Defender 2023,98303,250
Porsche Cayenne Coupe 2022,124483,340
Audi RS e-tron GT 2022,158569,646
Audi SQ7 2023,125510,507
Nissan Juke 2022,24001,114
Audi e-tron 2022,158570,408
Skoda Kodiaq 2022,45576,200
Hyundai Ioniq 5 2022,65467,305
Hyundai Tucson 2023,38752,156
MG HS 2022,23857,169
Hyundai Kona Electric 2022,32759,136
JAC JS2 2022,17135,105
Ford Ranger 2023,82619,288
JAC JS4 2022,21419,147
Volkswagen Touareg 2023,85390,286
Renault Express Combi 2023,21937,95
Skoda Kodiaq 2022,41112,180
Peugeot 2008 2023,29170,130
Renault Duster 2023,19414,115
Peugeot e-2008 2023,37347,136
SEAT Arona 2022,23022,115
Honda CR-V 2022,45941,184
Mitsubishi Eclipse Cross 2021,36653,150
Volkswagen Tiguan 2022,46818,220
Chery Tiggo 4 2022,16147,113
Ford Transit пасс. 2023,58286,460
Nissan Qashqai 2023,48112,190
Haval Dargo 2022,38888,192
Geely Atlas Pro 2022,26648,177
Mercedes-Benz GLB-Class 2022,76574,220
BMW X3 2023,83075,292
Mercedes-Benz CLS-Class 2023,125460,400
Toyota Corolla Cross 2023,37743,197
Suzuki S-Cross 2023,27671,140
Land Rover Range Rover Evoque 2023,67338,163
Renault Express Combi 2023,21384,95
Volkswagen Tiguan 2022,50864,220
Nissan Juke 2022,24873,114
Nissan Qashqai 2023,32421,158
Renault Duster 2022,22142,115
Nissan Juke 2022,25005,114
Mercedes-Benz S-Class 2022,210641,580
MG HS 2022,23082,169
Lexus RX 2022,83121,350
Citroen C5 Aircross 2023,32688,180
Subaru Forester 2022,38313,156
Mercedes-Benz EQC 2023,69763,408
Suzuki S-Cross 2023,25167,140
Volkswagen Multivan 2023,90500,199
Mitsubishi Outlander 2022,27550,145
Hyundai Santa FE 2022,46568,202
BMW X6 2023,117658,400
Toyota Corolla 2022,26657,132
Alfa Romeo Giulia 2021,39727,200
Volkswagen Tiguan 2023,52404,150
Kia Ceed 2023,20214,128
MG HS 2022,21570,169
Nissan X-Trail 2023,39729,163
Jetour X70 2022,22685,147
Renault Duster 2023,22302,110
Citroen Berlingo груз. 2023,26318,130
Citroen Space Tourer 2022,47817,177
Mitsubishi Outlander 2022,33271,167
Nissan Qashqai 2023,34361,158
Skoda Kodiaq 2023,48487,200
Mazda CX-30 2023,29205,150
Alfa Romeo Stelvio 2023,55086,280
Peugeot Boxer груз. 2022,34699,435
Audi Q5 2022,66764,204
Lexus LX 2023,134783,500
Volkswagen Golf 2023,36629,150
Volkswagen ID.6 Crozz 2022,42999,204
Kia Sportage 2023,31486,180
Renault Duster 2023,23765,110
Mercedes-Benz S-Class 2023,325828,802
Skoda Octavia 2023,26228,150
Nissan Juke 2022,24600,114
DS 4 2022,41444,130
Mercedes-Benz EQS SUV 2022,127257,450
Porsche Cayenne 2023,166765,460
Ford Kuga 2022,36002,182
Renault Duster 2023,21251,115
Citroen C5 Aircross 2023,32426,180
Mercedes-Benz GLE-Class 2022,99235,300
Mitsubishi Outlander 2023,26212,145
Mercedes-Benz G-Class 2023,256545,585
Peugeot 3008 2023,36606,130
Peugeot 2008 2023,29683,130
Renault Duster 2023,24203,110
JAC JS2 2022,17644,105
Volkswagen Touareg 2023,82990,286
Toyota RAV4 PHEV 2023,65273,306
Ford Transit пасс. 2023,46499,310
Citroen C5 Aircross 2023,32882,180
MG 5 2021,14964,114
Mercedes-Benz Maybach 2022,299174,680
Kia Ceed 2023,20241,128
Volvo XC90 2023,75693,235
SEAT Leon 2023,29719,190
Chery Tiggo 2 2022,12779,106
Mercedes-Benz Maybach 2022,299174,680
Kia Ceed 2023,20241,128
Volvo XC90 2023,75693,235
SEAT Leon 2023,29719,190
Suzuki S-Cross 2023,23896,140
Toyota Corolla Cross 2022,42742,197
Kia Sportage 2023,31958,180
Mercedes-Benz S-Class 2022,170668,450
Volkswagen Caravelle 2022,54901,150
Ford Kuga 2021,37170,182
Mercedes-Benz GLE-Class 2022,97633,350
Renault Master груз. 2023,37127,500
Peugeot 2008 2023,26967,130
JAC JS4 2022,22356,147
Volkswagen Multivan 2022,89123,199
Suzuki S-Cross 2023,27309,140
Kia Sportage 2023,30415,156
Renault Duster 2023,24955,110
Peugeot 3008 2023,33515,130
Subaru Outback 2022,49917,188
Renault Duster 2023,22868,110
Lexus NX 2022,48859,200
Nissan X-Trail 2022,45359,213
Kia Sportage 2023,31486,180
Volkswagen Touareg 2023,75341,287
Volkswagen Tiguan 2023,45015,220
Fiat 500 2022,16961,69
Haval H6 2022,33422,204
Mercedes-Benz G-Class 2023,255921,585
Land Rover Range Rover 2023,179999,440
Volvo XC90 2023,70340,250
Mercedes-Benz Sprinter груз. 2022,45385,432
BMW 4 Series 2023,69809,420
Volvo XC90 2023,91551,455
Audi SQ8 2023,123590,507
Cadillac Escalade 2023,199999,277
Toyota Yaris 2022,24927,116
Nissan Juke 2022,23695,114
Mercedes-Benz Sprinter груз. 2023,46526,114
Kia Ceed 2023,20241,128
Hyundai Tucson 2023,38597,156
Suzuki S-Cross 2023,23807,140
Hyundai Tucson 2023,34067,136
Skoda Octavia 2023,33133,150
Renault Duster 2023,20265,115
Infiniti QX80 2022,80321,405
Peugeot Partner 2023,23293,92
MG 4 2022,26419,170
Skoda Scala 2022,18043,110
Subaru Forester 2022,41673,184
Haval H6 GT 2022,39143,204
Mitsubishi Outlander 2023,29478,145
Fiat Fiorino пасс. 2022,15954,77
Hyundai Venue 2022,22816,123
Mitsubishi Outlander 2022,29130,145
Opel Combo Cargo 2022,22126,100
Jetour X70 2022,21199,147
Renault Koleos 2022,29473,171
JAC JS2 2022,15797,105
Hyundai Venue 2022,22816,123
Nissan Qashqai 2023,33322,158
Land Rover Range Rover Sport 2023,135309,250
Ford Kuga 2023,38455,182
Volkswagen Golf 2023,36065,150
Volkswagen Tiguan 2023,46721,220
Volvo XC60 2023,68757,250
Mercedes-Benz GLE-Class 2023,108301,350
Peugeot 2008 2023,23986,130
Volkswagen Caddy пасс. 2023,42220,122
Fiat Ducato груз. 2022,34144,295
Suzuki S-Cross 2023,23794,140
Geely Atlas Pro 2022,26648,177
Toyota Hilux 2022,54128,204
Renault Express Combi 2023,20608,95
Mazda CX-9 2022,54929,231
Renault Koleos 2022,28097,171
JAC JS4 2022,21017,147
Peugeot 3008 2023,31131,130
Nissan Juke 2022,30361,114
Kia Ceed SW 2023,20776,128
Chery Tiggo 4 2022,16147,113
FAW X40 2020,14857,109
MG Marvel R 2022,40011,180
Geely Atlas Pro 2022,26648,177
Mitsubishi Outlander 2022,34857,167
Toyota Hilux 2022,54128,204
JAC JS2 2022,15797,105
Renault Express Combi 2023,20608,95
Mazda CX-9 2022,54929,231
Toyota Corolla Cross 2022,37243,197
Subaru Forester 2022,44809,184
Toyota Land Cruiser 300 2022,100345,299
Ford Transit пасс. 2022,53896,410
Volvo XC90 2023,70078,250
Kia Sportage 2023,31486,180
Peugeot Landtrek 2023,34177,150
Lexus NX 2023,49803,200
BMW X1 2022,45302,192
Volvo XC60 2023,63977,250
Mercedes-Benz EQS 2022,159077,580
Mercedes-Benz GLE-Class 2022,100313,400
Volkswagen Touareg 2023,80964,287
Volkswagen Caddy груз. 2023,29719,102
Toyota RAV4 2023,40759,173
Fiat Fiorino пасс. 2022,17717,75
Opel Mokka 2023,26596,130
Fiat Fiorino груз. 2023,15417,77
Mercedes-Benz S-Class 2022,167006,450
Subaru Forester 2022,46482,184
Opel Astra 2023,29558,130
Volvo XC90 2022,79148,390
Jetour X70 2022,22649,147
Suzuki Vitara 2023,20910,117
Chery Tiggo 2 2022,12587,106
Ford Transit груз. 2023,48725,470
Peugeot 3008 2022,59669,300
Mitsubishi Outlander 2023,26212,145
Toyota C-HR 2023,39922,184
Chery Tiggo 2 2022,12779,106
Opel Mokka 2023,29451,130
Lexus RX 2022,83121,350
Skoda Karoq 2023,32792,150
Mitsubishi ASX 2022,29050,150
Kia Sportage 2023,31435,180
Volvo XC90 2023,70758,250
Skoda Karoq 2023,29933,150
MG HS 2022,23855,169
Geely Atlas Pro 2022,24667,177
Hyundai Venue 2022,22865,123
Chery Tiggo 4 2022,16147,113
Renault Master 2023,32209,125
Toyota Yaris Cross 2023,31730,116
Renault Master груз. 2023,55912,500
Mazda CX-30 2023,30260,150
